ms_subclass,ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod_add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,sale_type,saleprice,age,remod_age
MSSC20,RL,72.0,9770,2,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,Rec,512.0,Unf,0.0,410.0,922.0,GasA,3,1,FuseA,922,0,0,922,1.0,0.0,1,0,2,1,3,5,8,0,0,Attchd,1957.0,1,1.0,308.0,3,3,2,0,34,0,0,0,0,0,apr,seven,WD ,116000,50,50
MSSC20,RL,80.0,17400,2,4,Low,4,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,5,5,1977,1977,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,No,ALQ,936.0,Unf,0.0,190.0,1126.0,GasA,2,1,SBrkr,1126,0,0,1126,1.0,0.0,2,0,3,1,3,5,8,1,4,Attchd,1977.0,2,2.0,484.0,3,3,1,295,41,0,0,0,0,0,may,six,WD ,160000,29,29
MSSC120,RL,39.0,5070,2,3,HLS,4,Inside,3,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,1,Unf,0.0,Unf,0.0,1280.0,1280.0,GasA,5,1,SBrkr,1280,0,0,1280,0.0,0.0,2,0,2,1,4,5,8,0,0,Attchd,1992.0,2,2.0,506.0,3,3,2,0,82,0,0,144,0,0,aug,eight,WD ,180000,16,16
MSSC20,RL,66.0,7920,2,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1970,2002,Gable,CompShg,HdBoard,HdBoard,BrkFace,32.0,3,3,CBlock,3,3,No,ALQ,81.0,GLQ,619.0,214.0,914.0,GasA,5,1,SBrkr,914,0,0,914,0.0,0.0,1,0,3,1,5,5,8,0,0,Attchd,1970.0,2,1.0,368.0,3,4,2,120,0,0,0,0,0,0,oct,seven,WD ,133000,37,5
MSSC90,RM,78.0,7020,2,4,Lvl,4,Inside,3,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,1997,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,200.0,3,4,PConc,4,3,3,GLQ,1243.0,Unf,0.0,45.0,1288.0,GasA,4,1,SBrkr,1368,0,0,1368,2.0,0.0,2,0,2,2,3,8,8,0,0,Attchd,1997.0,3,4.0,784.0,3,3,2,0,48,0,0,0,0,0,nov,six,WD ,215000,9,9
MSSC70,RL,0.0,7500,2,3,Bnk,4,Inside,3,Crawfor,Norm,Norm,1Fam,2Story,6,7,1942,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,BLQ,547.0,Unf,0.0,224.0,771.0,GasA,2,1,SBrkr,753,741,0,1494,0.0,0.0,1,0,3,1,4,7,8,2,4,Attchd,1942.0,1,1.0,213.0,3,3,1,0,0,0,0,224,0,0,nov,nine,WD ,177500,67,59
MSSC20,RL,76.0,10612,2,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,248.0,4,3,PConc,4,3,1,GLQ,28.0,Unf,0.0,1496.0,1524.0,GasA,4,1,SBrkr,1534,0,0,1534,0.0,0.0,2,0,3,1,4,7,8,1,4,Attchd,2006.0,3,2.0,484.0,3,3,2,168,46,0,0,0,0,0,jan,seven,WD ,215000,1,1
MSSC50,RM,51.0,6120,2,4,Lvl,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1938,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,2,No,LwQ,273.0,Unf,0.0,679.0,952.0,GasA,3,1,FuseA,994,588,0,1582,0.0,0.0,2,0,3,1,3,6,8,1,4,Detchd,1938.0,1,1.0,250.0,2,3,2,189,0,34,150,0,0,0,feb,nine,WD ,150000,71,59
MSSC60,RL,90.0,12376,2,4,Lvl,4,Corner,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,Plywood,Plywood,None,0.0,3,3,PConc,4,3,1,GLQ,1470.0,Unf,0.0,203.0,1673.0,GasA,4,1,SBrkr,1699,1523,0,3222,1.0,0.0,3,0,5,1,4,11,8,2,3,Attchd,1990.0,1,3.0,594.0,3,3,2,367,0,0,0,0,0,0,may,ten,WD ,320000,20,20
MSSC20,RL,100.0,10004,2,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,180.0,3,3,CBlock,3,3,No,Rec,196.0,BLQ,345.0,975.0,1516.0,GasA,3,1,SBrkr,1516,0,0,1516,0.0,0.0,1,1,3,1,3,6,8,0,0,Attchd,1964.0,2,2.0,472.0,3,3,2,0,0,0,0,152,0,0,feb,nine,WD ,167000,45,45
MSSC30,RL,55.0,8250,2,4,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,7,1935,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,Slab,0,0,0,none,0.0,none,0.0,0.0,0.0,GasA,3,0,SBrkr,1032,0,0,1032,0.0,0.0,1,0,2,1,3,6,8,1,3,Detchd,1939.0,1,1.0,260.0,3,3,2,0,0,121,0,0,0,0,jun,six,WD ,125000,71,56
MSSC20,RM,103.0,12205,2,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,1Story,3,1,1949,1992,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,2,2,No,Unf,0.0,Unf,0.0,448.0,448.0,GasA,4,1,SBrkr,1588,0,0,1588,0.0,0.0,2,0,5,1,3,6,3,0,0,none,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,dec,eight,WD ,65000,59,16
MSSC20,RL,103.0,11175,2,3,Lvl,4,Corner,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,Unf,0.0,Unf,0.0,1316.0,1316.0,GasA,5,1,SBrkr,1316,0,0,1316,0.0,0.0,2,0,3,1,4,6,8,1,4,Attchd,2007.0,3,2.0,440.0,3,3,2,0,20,0,0,0,0,0,oct,seven,New,200141,0,0
MSSC20,RL,85.0,9965,2,4,Lvl,4,FR2,3,Somerst,Feedr,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,none,0.0,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,1528.0,1528.0,GasA,5,1,SBrkr,1528,0,0,1528,0.0,0.0,3,2,3,1,4,6,8,1,3,Attchd,2007.0,1,2.0,480.0,3,3,2,0,228,0,0,0,0,0,sep,seven,New,235876,0,0
MSSC70,RM,50.0,8660,2,4,Bnk,4,Inside,3,IDOTRR,Norm,Norm,1Fam,2Story,5,6,1900,1993,Gambrel,CompShg,AsbShng,AsbShng,None,0.0,3,3,BrkTil,3,3,No,Unf,0.0,Unf,0.0,760.0,760.0,GasA,5,0,SBrkr,928,928,312,2168,0.0,0.0,2,0,5,1,4,11,8,0,0,Detchd,1998.0,1,2.0,576.0,3,3,2,467,160,78,0,0,0,0,dec,nine,WD ,123000,109,16
MSSC50,RL,82.0,12375,2,4,Lvl,4,Inside,3,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,5,1951,1951,Gable,CompShg,HdBoard,HdBoard,Stone,41.0,3,2,CBlock,3,3,No,BLQ,329.0,Unf,0.0,477.0,806.0,GasA,3,1,SBrkr,1081,341,0,1422,1.0,0.0,1,0,3,1,3,7,8,1,3,Detchd,1951.0,1,1.0,288.0,3,3,2,0,0,0,0,0,0,0,jun,six,WD ,137500,55,55
MSSC20,RL,60.0,8070,2,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,No,GLQ,588.0,Unf,0.0,402.0,990.0,GasA,5,1,SBrkr,990,0,0,990,1.0,0.0,1,0,3,1,3,5,8,0,0,none,0.0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,aug,seven,WD ,123600,13,12
MSSC20,RL,84.0,8658,2,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,5,1965,1965,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,101.0,3,3,CBlock,3,3,No,Rec,643.0,Unf,0.0,445.0,1088.0,GasA,5,1,SBrkr,1324,0,0,1324,0.0,0.0,2,0,3,1,3,6,8,1,3,Attchd,1965.0,2,2.0,440.0,3,3,2,0,138,0,0,0,0,0,dec,six,WD ,160000,41,41
MSSC60,RL,0.0,8063,2,4,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,No,Unf,0.0,Unf,0.0,924.0,924.0,GasA,5,1,SBrkr,948,742,0,1690,0.0,0.0,2,1,3,1,3,7,8,1,3,Attchd,2000.0,2,2.0,463.0,3,3,2,100,48,0,0,0,0,0,nov,seven,WD ,181000,7,7
MSSC20,RM,49.0,8235,2,3,HLS,4,Inside,3,OldTown,Feedr,RRNn,1Fam,1Story,5,7,1955,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,No,LwQ,180.0,Rec,645.0,0.0,825.0,GasA,3,1,SBrkr,825,0,0,825,1.0,0.0,1,0,2,1,3,4,8,0,0,Detchd,1963.0,2,2.0,720.0,3,3,2,140,50,0,0,0,0,0,jun,eight,WD ,125000,53,13
MSSC60,RL,78.0,11700,2,4,Lvl,4,Inside,3,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,No,Rec,298.0,Unf,0.0,429.0,727.0,GasA,5,1,SBrkr,829,727,0,1556,0.0,0.0,1,1,4,1,3,8,8,0,0,Attchd,1968.0,1,2.0,441.0,3,3,2,0,0,0,0,0,0,0,may,nine,WD ,154000,41,41
MSSC60,RL,74.0,12961,2,4,Lvl,4,Inside,3,Mitchel,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,PConc,4,3,1,GLQ,944.0,Unf,0.0,208.0,1152.0,GasA,5,1,SBrkr,1152,645,0,1797,1.0,0.0,2,1,3,1,4,7,8,1,2,Attchd,1993.0,3,2.0,616.0,3,3,2,162,312,0,0,0,0,0,mar,ten,WD ,231000,17,16
MSSC20,RL,65.0,8450,2,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,No,BLQ,775.0,Unf,0.0,281.0,1056.0,GasA,5,1,SBrkr,1056,0,0,1056,1.0,0.0,1,0,3,1,3,6,8,1,2,Attchd,1968.0,1,1.0,304.0,3,3,2,0,85,184,0,0,0,0,jul,ten,WD ,142000,42,42
MSSC75,RM,90.0,22950,2,2,Lvl,4,Inside,3,OldTown,Artery,Norm,1Fam,2.5Fin,10,9,1892,1993,Gable,WdShngl,Wd Sdng,Wd Sdng,None,0.0,4,4,BrkTil,3,3,1,Unf,0.0,Unf,0.0,1107.0,1107.0,GasA,5,1,SBrkr,1518,1518,572,3608,0.0,0.0,2,1,4,1,5,12,8,2,3,Detchd,1993.0,1,3.0,840.0,5,3,2,0,260,0,0,410,0,0,jun,six,WD ,475000,114,13
MSSC120,RM,41.0,5748,2,3,HLS,4,Inside,2,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,Stone,473.0,4,3,PConc,5,3,3,GLQ,1573.0,Unf,0.0,0.0,1573.0,GasA,5,1,SBrkr,1778,0,0,1778,2.0,0.0,2,0,2,1,5,5,8,1,4,Attchd,2005.0,3,2.0,495.0,3,3,2,123,53,0,0,153,0,0,feb,six,New,375000,1,0
MSSC20,RL,70.0,10500,2,4,Lvl,4,FR2,3,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,No,ALQ,432.0,Unf,0.0,432.0,864.0,GasA,3,1,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,3,5,8,1,1,none,0.0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,apr,ten,ConLI,115000,39,39
MSSC20,FV,62.0,7500,2,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,GLQ,410.0,Unf,0.0,811.0,1221.0,GasA,5,1,SBrkr,1221,0,0,1221,1.0,0.0,2,0,2,1,4,6,8,0,0,Attchd,2004.0,2,2.0,400.0,3,3,2,0,113,0,0,0,0,0,oct,nine,WD ,185000,5,4
MSSC40,RL,62.0,10042,2,4,Bnk,4,Corner,3,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,No,LwQ,144.0,ALQ,278.0,238.0,660.0,GasA,3,1,SBrkr,740,125,0,865,1.0,0.0,1,0,2,1,3,4,8,1,4,Detchd,1920.0,1,1.0,216.0,3,3,2,0,0,84,0,0,0,0,aug,seven,WD ,108500,87,12
MSSC160,FV,24.0,2544,2,4,Lvl,4,Inside,3,Somerst,Norm,Norm,Twnhs,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,600.0,600.0,GasA,5,1,SBrkr,520,623,80,1223,0.0,0.0,2,1,2,1,4,4,8,0,0,Detchd,2005.0,2,2.0,480.0,3,3,2,0,166,0,0,0,0,0,jul,six,WD ,147400,1,1
MSSC160,FV,35.0,3768,2,4,Lvl,4,FR2,3,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,218.0,4,3,PConc,4,3,No,GLQ,549.0,Unf,0.0,142.0,691.0,GasA,5,1,SBrkr,713,739,0,1452,1.0,0.0,2,1,3,1,4,6,8,0,0,Detchd,1999.0,1,2.0,506.0,3,3,2,0,34,0,0,0,0,0,sep,nine,WD ,156000,10,10
MSSC50,RM,0.0,10320,2,4,Lvl,4,Inside,3,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,6,1915,1978,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,2,BrkTil,3,2,No,Unf,0.0,Unf,0.0,880.0,880.0,GasA,4,1,SBrkr,880,428,0,1308,0.0,0.0,2,0,2,1,3,6,8,0,0,Detchd,1950.0,1,2.0,400.0,2,2,2,0,0,117,0,0,0,0,apr,eight,WD ,120000,93,30
MSSC80,RL,61.0,9734,2,3,Lvl,4,Inside,3,Gilbert,RRAn,Norm,1Fam,SLvl,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,GLQ,241.0,Rec,113.0,30.0,384.0,GasA,5,1,SBrkr,744,630,0,1374,0.0,0.0,2,1,3,1,4,7,8,0,0,BuiltIn,2004.0,3,2.0,400.0,3,3,2,0,0,0,0,0,0,0,may,nine,WD ,167000,5,5
MSSC120,RL,43.0,3182,2,4,Lvl,4,Inside,3,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,14.0,4,3,PConc,4,4,No,GLQ,16.0,Unf,0.0,1330.0,1346.0,GasA,5,1,SBrkr,1504,0,0,1504,0.0,0.0,2,0,2,1,4,7,8,1,4,Attchd,2005.0,3,2.0,437.0,3,3,2,156,20,0,0,0,0,0,may,eight,WD ,191000,3,2
MSSC80,RL,56.0,8872,2,3,HLS,4,Inside,3,Gilbert,Norm,Norm,1Fam,SLvl,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,No,Unf,0.0,Unf,0.0,384.0,384.0,GasA,4,1,SBrkr,754,630,0,1384,0.0,0.0,2,1,3,1,3,7,8,1,3,BuiltIn,1997.0,3,2.0,390.0,3,3,2,0,0,0,0,0,0,0,mar,seven,WD ,161500,10,10
MSSC20,RL,70.0,12198,2,3,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,1975,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,2,Rec,780.0,Unf,0.0,424.0,1204.0,GasA,3,1,SBrkr,1411,0,0,1411,0.0,0.0,1,0,3,1,3,7,8,1,3,Attchd,1955.0,2,1.0,310.0,3,3,2,278,82,0,0,0,0,0,jun,seven,COD,130000,52,32
MSSC20,RL,80.0,8480,2,4,Lvl,4,Corner,3,Sawyer,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,No,GLQ,630.0,Unf,0.0,340.0,970.0,GasA,3,1,SBrkr,970,0,0,970,1.0,0.0,1,0,2,1,3,5,8,0,0,Detchd,1996.0,1,2.0,624.0,3,3,2,0,24,0,0,192,0,0,jul,seven,WD ,132500,44,44
MSSC80,RL,0.0,10200,2,4,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,SLvl,5,8,1970,1970,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,4,PConc,4,3,2,ALQ,704.0,Unf,0.0,160.0,864.0,GasA,5,1,SBrkr,904,0,0,904,0.0,0.0,1,0,3,1,4,5,8,0,0,2Types,1979.0,1,3.0,912.0,3,3,2,143,0,0,0,0,0,0,jun,eight,WD ,144000,38,38
MSSC90,RL,0.0,9555,2,3,Lvl,4,CulDSac,3,Edwards,Norm,Norm,Duplex,2Story,5,6,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,Slab,0,0,0,none,0.0,none,0.0,0.0,0.0,GasA,3,1,SBrkr,1100,1133,0,2233,0.0,0.0,2,1,5,2,3,11,8,0,0,Attchd,1979.0,3,2.0,579.0,3,4,2,0,0,0,0,0,0,0,feb,seven,WD ,141000,28,28
MSSC20,RL,60.0,7200,2,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,4,8,1972,2006,Gable,CompShg,Plywood,Plywood,None,0.0,3,4,CBlock,3,3,No,Rec,385.0,Unf,0.0,0.0,385.0,GasA,4,1,SBrkr,875,0,0,875,0.0,0.0,1,0,3,1,4,5,8,0,0,Detchd,1975.0,1,2.0,728.0,3,3,2,352,0,0,0,0,0,0,oct,seven,WD ,117000,35,1
MSSC190,RM,60.0,6780,2,4,Lvl,4,Inside,3,IDOTRR,Norm,Norm,2fmCon,1.5Fin,6,8,1935,1982,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,CBlock,3,3,2,GLQ,490.0,Unf,0.0,30.0,520.0,GasA,4,0,SBrkr,520,0,234,754,1.0,0.0,1,0,2,1,3,5,8,0,0,none,0.0,0,0.0,0.0,0,0,0,53,0,0,0,0,0,0,jun,six,WD ,84500,71,24
MSSC20,RL,0.0,53227,2,3,Low,4,CulDSac,2,ClearCr,Norm,Norm,1Fam,1Story,4,6,1954,1994,Flat,Tar&Grv,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,3,BLQ,1116.0,Unf,0.0,248.0,1364.0,GasA,5,1,SBrkr,1663,0,0,1663,1.0,0.0,1,0,2,1,4,6,7,2,4,Attchd,1954.0,3,2.0,529.0,3,3,2,224,137,0,0,0,0,0,mar,eight,WD ,256000,54,14
MSSC20,RL,70.0,9100,2,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1965,1965,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,No,BLQ,338.0,Rec,466.0,121.0,925.0,GasA,5,1,SBrkr,925,0,0,925,0.0,1.0,1,0,2,1,3,5,8,0,0,Detchd,1965.0,1,1.0,429.0,3,3,2,0,0,0,0,0,0,0,jul,nine,WD ,117500,44,44
MSSC50,RL,130.0,9600,2,3,HLS,4,Inside,3,Crawfor,Norm,Norm,1Fam,1.5Fin,5,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,4,BrkTil,3,2,No,Rec,428.0,Unf,0.0,300.0,728.0,GasA,5,1,SBrkr,976,332,0,1308,1.0,0.0,1,1,2,1,3,7,6,2,3,Detchd,1940.0,1,1.0,256.0,3,3,2,0,70,0,0,0,0,0,jun,nine,WD ,160000,69,59
MSSC20,RL,81.0,14175,2,4,Bnk,4,Inside,2,Sawyer,PosA,Norm,1Fam,1Story,5,5,1956,1998,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,No,Rec,386.0,ALQ,522.0,332.0,1240.0,GasA,4,1,SBrkr,1375,0,0,1375,1.0,0.0,1,0,3,1,3,6,8,1,4,Attchd,1956.0,1,1.0,323.0,3,3,2,0,0,0,0,0,0,0,dec,seven,WD ,187000,51,9
MSSC60,RL,110.0,14277,2,4,Lvl,4,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,280.0,4,3,PConc,5,3,1,GLQ,938.0,Unf,0.0,379.0,1317.0,GasA,5,1,SBrkr,1217,1168,0,2385,1.0,0.0,2,1,3,1,4,7,8,1,4,Attchd,2003.0,3,3.0,818.0,3,3,2,192,228,0,0,0,0,0,jan,seven,WD ,350000,4,4
MSSC90,RL,60.0,9000,2,4,Lvl,4,FR2,3,NAmes,Norm,Norm,Duplex,2Story,5,5,1974,1974,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,4,3,1,Unf,0.0,Unf,0.0,896.0,896.0,GasA,3,1,SBrkr,896,896,0,1792,0.0,0.0,2,2,4,2,3,8,8,0,0,Detchd,1982.0,1,2.0,480.0,3,3,2,0,45,0,0,0,0,0,jun,eight,WD ,133000,34,34
MSSC20,RL,105.0,13693,2,4,Lvl,4,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,554.0,4,3,PConc,5,3,3,GLQ,1728.0,BLQ,495.0,195.0,2418.0,GasA,5,1,SBrkr,2464,0,0,2464,1.0,0.0,2,1,4,1,5,9,8,1,5,Attchd,2007.0,3,3.0,650.0,3,3,2,358,78,0,0,0,0,0,aug,eight,WD ,417500,1,1
MSSC120,RL,51.0,3635,2,4,Lvl,4,Inside,3,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,4,3,PConc,4,3,No,ALQ,988.0,Unf,0.0,398.0,1386.0,GasA,5,1,SBrkr,1569,0,0,1569,0.0,1.0,2,0,1,1,4,7,8,1,3,Attchd,2007.0,2,3.0,660.0,3,3,2,143,20,0,0,0,0,0,may,nine,WD ,175900,2,2
MSSC20,RL,84.0,10933,2,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,9,5,2009,2009,Hip,CompShg,VinylSd,VinylSd,Stone,242.0,5,3,PConc,5,3,3,GLQ,1021.0,Unf,0.0,534.0,1555.0,GasA,5,1,SBrkr,1680,0,0,1680,1.0,0.0,1,1,1,1,5,8,8,1,4,Attchd,2009.0,3,3.0,1138.0,3,3,2,185,24,0,0,0,0,0,jul,nine,New,323262,0,0
MSSC20,RL,65.0,8450,2,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,GLQ,699.0,Unf,0.0,638.0,1337.0,GasA,5,1,SBrkr,1337,0,0,1337,1.0,0.0,2,0,3,1,4,6,8,0,0,Attchd,2003.0,2,2.0,531.0,3,3,2,0,39,0,0,0,0,0,oct,seven,WD ,185000,4,4
MSSC30,RL,60.0,8550,2,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,8,1934,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,No,BLQ,574.0,Unf,0.0,242.0,816.0,GasA,5,1,SBrkr,816,0,0,816,1.0,0.0,1,0,2,1,3,4,8,1,2,Attchd,1949.0,1,1.0,240.0,3,3,2,228,0,40,0,0,0,0,jul,six,WD ,129800,72,56
MSSC20,RL,95.0,12182,2,4,Lvl,4,Corner,3,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,226.0,4,3,PConc,4,3,1,BLQ,1201.0,Unf,0.0,340.0,1541.0,GasA,5,1,SBrkr,1541,0,0,1541,0.0,0.0,2,0,3,1,4,7,8,1,4,Attchd,2005.0,2,2.0,532.0,3,3,2,0,70,0,0,0,0,0,may,ten,New,220000,5,5
MSSC50,RM,51.0,6120,2,4,Lvl,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1935,1995,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,BrkTil,3,3,No,Unf,0.0,Unf,0.0,884.0,884.0,GasA,5,1,SBrkr,989,584,0,1573,0.0,0.0,1,0,3,1,4,6,8,0,0,Detchd,1935.0,1,1.0,240.0,3,3,2,0,0,54,0,120,0,0,jul,nine,WD ,133000,74,14
MSSC50,RL,60.0,10800,2,4,Lvl,4,Inside,3,NAmes,Artery,Norm,1Fam,1.5Fin,4,7,1949,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,No,Unf,0.0,Unf,0.0,832.0,832.0,GasA,3,1,FuseF,832,629,0,1461,0.0,0.0,2,0,4,1,3,6,8,0,0,Detchd,1949.0,1,1.0,384.0,3,3,2,0,204,0,0,0,0,0,aug,nine,WD ,133500,60,13
MSSC90,RL,0.0,12760,2,3,Lvl,4,Inside,3,Mitchel,Norm,Norm,Duplex,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,No,Unf,0.0,Unf,0.0,1958.0,1958.0,GasA,3,1,SBrkr,2048,0,0,2048,0.0,0.0,3,0,5,2,3,9,8,0,0,2Types,1976.0,1,2.0,776.0,3,3,2,0,0,0,0,0,0,0,mar,ten,ConLD,170000,34,34
MSSC60,RL,0.0,7655,2,3,Lvl,4,CulDSac,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,No,Unf,0.0,Unf,0.0,903.0,903.0,GasA,4,1,SBrkr,910,732,0,1642,0.0,0.0,2,1,3,1,3,7,8,1,3,Attchd,1993.0,2,2.0,392.0,3,3,2,290,84,0,0,0,0,0,jul,seven,WD ,168000,14,13
